Spatial,Linguistic,Logic,Kinesthetic,Music,Interpersonal,Intrapersonal,Naturalistic,Career Recommendation
5,5,2,1,2,3,1,5,"Architect,Desainer,Aerospace,Journalist,Writer,Biologist,Agriculture,Veterinary Medicine"
5,5,1,0,3,2,2,5,"Architect,Desainer,Aerospace,Journalist,Writer,Biologist,Agriculture,Veterinary Medicine"
5,5,4,3,2,1,0,5,"Architect,Desainer,Aerospace,Journalist,Writer,Biologist,Agriculture,Veterinary Medicine"
5,5,1,3,2,2,3,5,"Architect,Desainer,Aerospace,Journalist,Writer,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,1,3,2,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
5,1,5,5,2,1,2,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
5,0,5,5,1,0,3,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
5,3,5,5,4,3,2,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
5,3,5,5,1,3,2,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
5,4,5,4,5,3,4,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
5,0,5,1,5,3,2,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
5,3,5,4,5,2,3,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
5,3,5,1,5,1,2,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
5,2,5,3,5,1,4,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
5,4,5,3,4,5,4,4,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
5,4,5,3,2,5,1,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
5,3,5,2,1,5,0,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
5,2,5,3,4,5,3,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
5,1,5,2,1,5,3,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
5,1,5,3,3,2,5,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
5,2,5,1,2,3,5,1,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
5,3,5,0,3,2,5,2,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
5,2,5,3,2,1,5,0,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
5,2,5,3,2,2,5,3,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
5,1,5,4,1,1,3,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
5,2,5,2,1,2,3,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
5,3,5,1,0,3,2,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
5,2,5,4,3,2,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
5,2,5,1,3,2,2,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
5,1,2,5,5,4,1,3,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
5,1,2,5,5,2,3,1,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
5,0,3,5,5,3,2,2,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
5,3,2,5,5,2,1,0,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
5,3,2,5,5,2,2,3,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
5,2,4,5,1,5,2,1,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
5,2,3,5,1,5,3,2,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
5,3,2,5,0,5,2,1,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
5,2,1,5,3,5,3,4,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
5,2,2,5,3,5,2,1,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
5,2,4,5,4,4,5,4,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
5,3,2,5,3,2,5,3,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
5,2,1,5,2,1,5,2,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
5,3,4,5,3,4,5,1,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
5,2,1,5,2,1,5,2,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
5,2,2,5,1,2,2,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
5,2,3,5,4,3,2,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
5,3,2,5,3,2,1,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
5,2,1,5,2,3,4,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
5,2,2,5,1,2,1,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
5,4,4,1,5,5,1,1,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,4,3,2,5,5,2,1,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,3,2,1,5,5,1,0,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,2,3,4,5,5,4,3,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,1,2,1,5,5,1,3,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
5,4,4,3,5,1,5,2,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,4,3,2,5,3,5,1,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,3,2,1,5,2,5,0,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,2,3,4,5,3,5,3,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,1,2,1,5,2,5,3,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
5,1,2,1,5,1,4,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,3,2,1,5,2,1,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,2,1,0,5,1,0,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,3,4,3,5,4,3,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,2,1,3,5,1,3,5,"Architect,Desainer,Aerospace,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
5,2,4,2,4,5,5,2,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,2,1,2,5,5,2,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,1,0,1,5,5,1,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,3,4,3,4,5,5,4,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,2,1,3,1,5,5,1,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,4,1,2,3,5,4,5,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,2,1,2,5,2,5,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,2,1,0,1,5,1,5,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,4,3,4,5,4,5,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,2,1,3,1,5,1,5,"Architect,Desainer,Aerospace,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,1,4,3,4,5,5,"Architect,Desainer,Aerospace,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,2,1,2,1,5,5,"Architect,Desainer,Aerospace,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,1,0,1,0,5,5,"Architect,Desainer,Aerospace,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,4,3,4,3,5,5,"Architect,Desainer,Aerospace,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,1,3,1,3,5,5,"Architect,Desainer,Aerospace,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,1,2,4,2,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
2,5,5,5,3,2,1,2,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
1,5,5,5,2,1,0,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
4,5,5,5,3,4,3,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
1,5,5,5,2,1,3,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon"
4,5,5,4,5,2,2,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
2,5,5,2,5,3,2,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
1,5,5,1,5,2,1,0,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
4,5,5,4,5,3,4,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
1,5,5,1,5,2,1,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer"
4,5,5,2,1,5,3,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
2,5,5,2,1,5,2,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
1,5,5,1,0,5,1,0,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
4,5,5,4,3,5,4,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
1,5,5,1,3,5,1,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers"
2,5,5,4,2,4,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
2,5,5,3,2,1,5,2,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
1,5,5,2,1,0,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
4,5,5,3,4,3,5,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
1,5,5,2,1,3,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant"
1,5,5,3,1,2,2,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
2,5,5,3,2,1,2,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
1,5,5,2,1,0,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
4,5,5,3,4,3,4,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
1,5,5,2,1,3,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Biologist,Agriculture,Veterinary Medicine"
2,5,2,5,5,2,2,1,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
2,5,2,5,5,3,2,1,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
1,5,1,5,5,2,1,0,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
4,5,4,5,5,3,4,3,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
1,5,1,5,5,2,1,3,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
3,5,4,5,1,5,4,2,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
2,5,2,5,2,5,4,3,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
1,5,1,5,1,5,3,2,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
4,5,4,5,4,5,2,3,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
1,5,1,5,1,5,1,2,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
4,5,1,5,1,3,5,3,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
1,5,1,5,4,3,5,1,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
2,5,2,5,3,2,5,2,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
0,5,0,5,2,3,5,0,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
3,5,3,5,1,2,5,3,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
2,5,3,5,4,3,2,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
1,5,1,5,3,2,1,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
2,5,2,5,2,1,0,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
0,5,0,5,3,4,3,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
3,5,3,5,2,1,3,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
1,5,4,4,5,5,1,3,"Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
1,5,4,3,5,5,4,3,"Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
2,5,3,2,5,5,3,2,"Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
0,5,2,3,5,5,2,3,"Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
3,5,1,2,5,5,1,2,"Journalist,Writer,Law,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
1,5,2,1,5,3,5,2,"Journalist,Writer,Law,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
2,5,4,3,5,1,5,2,"Journalist,Writer,Law,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
3,5,3,2,5,2,5,1,"Journalist,Writer,Law,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
2,5,2,3,5,0,5,4,"Journalist,Writer,Law,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
2,5,1,2,5,3,5,1,"Journalist,Writer,Law,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
4,5,4,1,5,1,2,5,"Journalist,Writer,Law,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
1,5,4,3,5,4,3,5,"Journalist,Writer,Law,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
2,5,3,2,5,3,2,5,"Journalist,Writer,Law,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
0,5,2,3,5,2,3,5,"Journalist,Writer,Law,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
3,5,1,2,5,1,2,5,"Journalist,Writer,Law,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
3,5,2,1,2,5,5,2,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
1,5,3,2,1,5,5,2,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,5,2,1,0,5,5,3,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
0,5,3,4,3,5,5,2,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,5,2,1,3,5,5,2,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
4,5,1,4,4,5,1,5,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
1,5,3,2,1,5,2,5,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,2,1,0,5,3,5,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
0,5,3,4,3,5,2,5,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,5,2,1,3,5,2,5,"Journalist,Writer,Law,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,2,2,4,3,5,5,"Journalist,Writer,Law,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,3,2,1,1,5,5,"Journalist,Writer,Law,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,2,1,0,2,5,5,"Journalist,Writer,Law,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,3,4,3,0,5,5,"Journalist,Writer,Law,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,2,1,3,3,5,5,"Journalist,Writer,Law,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,2,5,5,5,1,4,4,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
4,3,5,5,5,3,2,1,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
3,2,5,5,5,2,1,0,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
2,3,5,5,5,3,4,3,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
1,2,5,5,5,2,1,3,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer"
4,1,5,5,4,5,1,2,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
4,3,5,5,1,5,4,3,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
3,2,5,5,2,5,3,2,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
2,3,5,5,0,5,2,3,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
1,2,5,5,3,5,1,2,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers"
4,1,5,5,2,3,5,2,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
4,3,5,5,4,3,5,1,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
3,2,5,5,3,2,5,2,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
2,3,5,5,2,3,5,0,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
1,2,5,5,1,2,5,3,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Life Coach,Psychologist,Consultant"
1,1,5,5,4,3,3,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
4,3,5,5,3,2,1,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
3,2,5,5,2,1,0,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
2,3,5,5,3,4,3,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
1,2,5,5,2,1,3,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Biologist,Agriculture,Veterinary Medicine"
3,1,5,2,5,5,2,1,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
4,3,5,1,5,5,4,3,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
3,2,5,2,5,5,3,2,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
2,3,5,0,5,5,2,3,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
1,2,5,3,5,5,1,2,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
3,3,5,3,5,4,5,3,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
4,3,5,2,5,1,5,2,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
3,2,5,3,5,2,5,1,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
2,3,5,2,5,0,5,4,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
1,2,5,2,5,3,5,1,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Life Coach,Psychologist,Consultant"
4,4,5,4,5,1,3,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
4,3,5,1,5,4,3,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
3,2,5,2,5,3,2,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
2,3,5,0,5,2,3,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
1,2,5,3,5,1,2,5,"Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Biologist,Agriculture,Veterinary Medicine"
3,3,5,1,2,5,5,4,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
4,3,5,4,3,5,5,1,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,2,5,3,2,5,5,2,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,3,5,2,3,5,5,0,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
1,2,5,1,2,5,5,3,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,1,5,2,1,5,4,5,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
4,3,5,4,3,5,1,5,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,2,5,3,2,5,2,5,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,3,5,2,3,5,0,5,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
1,2,5,1,2,5,3,5,"Data Scientist,Programmer,Engineering,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
1,3,5,3,3,1,5,5,"Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,3,5,3,2,1,5,5,"Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,2,5,2,1,0,5,5,"Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,3,5,3,4,3,5,5,"Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,2,5,2,1,3,5,5,"Data Scientist,Programmer,Engineering,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,3,3,5,5,5,3,3,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
3,2,1,5,5,5,2,1,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
2,1,0,5,5,5,3,2,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
3,4,3,5,5,5,2,0,"Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers"
